item_code,item_description,china_or_local,lead_time_days,total_sales,avg_daily_sales,stddev_qty,safety_stock,reorder_level,maximum_level
2MTR/6FT MEASURE TAPE,2M/6ft MEASURE TAPE,CHINA STOCK,45,4,0.0333,0.22,3,4,5
17MM COMBINATION SPANNER/WRENCH,17MM C.SPANNER,CHINA STOCK,45,4,0.0333,0.22,3,4,5
"GS-10 (1.0"")","1"" ACE CONCRETE NAILS ",LOCAL STOCK,5,16,0.1333,0.45,2,3,5
"GS-20 2"" ACE C/CRETE NAI","2"" ACE CONCRETE NAIL",LOCAL STOCK,5,18,0.15,0.5,2,3,5
182DP,LPG REGULATOR(YLW/BLK),LOCAL STOCK,5,21,0.175,0.38,2,3,5
CKS-SR10,KLEENSO STAIN REMOVER 1LT,LOCAL STOCK,5,19,0.1583,0.45,2,3,5
CEMENTPAILBLUE,BLUE CEMENT PAIL (L),LOCAL STOCK,5,17,0.1417,0.54,2,3,5
"STAINLESS STEEL 304 ELBOW 1/2""","S/S ELBOW 1/2""",LOCAL STOCK,5,16,0.1333,0.55,3,3,5
GP23,GP23,LOCAL STOCK,5,18,0.15,0.42,2,3,5
"STAINLESS STEEL END CAP 1/2""","S/S END CAP 1/2""",LOCAL STOCK,5,17,0.1417,0.51,2,3,5
XX405-G,WINDOW HDL W/KEY-LEFT,LOCAL STOCK,5,10,0.0833,0.66,3,3,5
GHAS2,AQUA STICK GLUE,LOCAL STOCK,5,17,0.1417,0.4,2,3,5
COTTON RAG,COTTON CLOTH,LOCAL STOCK,5,16,0.1333,0.48,2,3,5
HCH-SG0101,12MMx1.5M 3M FOAM TAPE,LOCAL STOCK,5,16,0.1333,0.47,2,3,5
"1"" X 680 DOMINO PAINT BRUSH","1""X680 PAINT BRUSH",LOCAL STOCK,5,12,0.1,0.57,3,3,5
"3/4"" (20MM) PVC PLUG","3/4"" PVC PLUG",LOCAL STOCK,5,17,0.1417,0.57,3,3,5
HEC 25,25MM HANSEN SOCKET,LOCAL STOCK,5,15,0.125,0.46,2,3,5
BW1007# RUBBER B/VALVE WASHER/DWFPFVLD,DIAPHRAGM WASHER,LOCAL STOCK,5,18,0.15,0.53,2,3,5
2801009234-SM8106N,SM8106N 3 PIN TRAVEL ADAPTOR,LOCAL STOCK,5,19,0.1583,0.43,2,3,5
D01944192,SIKA WALL 192 FINE 25KG,LOCAL STOCK,5,17,0.1417,0.4,2,3,5
BTO1-1/4,"BOTTLE TRAP 1-1/4""",LOCAL STOCK,5,18,0.15,0.42,2,3,5
"3/4"" X 1/2"" (20MM X 15MM)","3/4"" X 1/2"" PVC R/ELBOW",LOCAL STOCK,5,18,0.15,0.56,3,3,5
"3/4"" X 1/2"" PVC REDUCING TEE","3/4"" X 1/2"" PVC R/TEE",LOCAL STOCK,5,15,0.125,0.62,3,3,5
QL PVC CABLE 1.50MM/BS PVC CABLE,PVC CABLE 1.5MM SIRIM,LOCAL STOCK,5,13,0.1083,0.53,2,3,5
HFTA 20.1/2,"20MM X 1/2"" HANSEN FTA",LOCAL STOCK,5,15,0.125,0.63,3,3,5
HFTE 25.1/2,"25MM X 1/2"" HANSEN FTE",LOCAL STOCK,5,13,0.1083,0.55,3,3,5
"1-1/4"" x 45 (32mm) UPVC BEND","1-1/4"" x 45 UPVC BEND",LOCAL STOCK,5,13,0.1083,0.56,3,3,5
YELLOW HOSE 50 METER,YELLOW HOSE (GAS),LOCAL STOCK,5,15,0.125,0.6,3,3,5
FF-W08,100x100x20x2.0MM L BRAC,LOCAL STOCK,5,10,0.0833,0.69,3,3,5
"BOTEX WH 412 1-1/4"" S/STEEL","412 1-1/4"" S/S BOTTLE TRAP",LOCAL STOCK,5,18,0.15,0.42,2,3,5
BOTEX WBT-1128,WBT1128 WALL BIB TAP,LOCAL STOCK,5,12,0.1,0.64,3,3,5
FF-W02,20x20x20x2.0MM L BRAC,LOCAL STOCK,5,15,0.125,0.51,2,3,5
PTPNTN,13A PLUG TOP W/NEON,LOCAL STOCK,5,18,0.15,0.51,2,3,5
PTF15A,15A PLUG TOP FUSE,LOCAL STOCK,5,16,0.1333,0.56,3,3,5
YF-023,SODA POWDER,LOCAL STOCK,5,19,0.1583,0.45,2,3,5
BJSBT144D,BOSCH T144D JIGSAW,LOCAL STOCK,5,11,0.0917,0.65,3,3,5
"1"" (25MM ) PVC P/T SOCKET","1"" PVC P/T SOCKET",LOCAL STOCK,5,14,0.1167,0.58,3,3,5
25MMX4MTR PPRP-PN16(C) - FT,25 X 4M PPR PIPE-PN16(C),LOCAL STOCK,5,16,0.1333,0.58,3,3,5
HUME CEMENT 50KG,HUME CEMENT 50KG,LOCAL STOCK,5,11,0.0917,0.62,3,3,5
"WIREMAN 2"" X 3"" PVC TRUNKING/2503004008","W.MAN 2"" X 3"" PVC CASING",LOCAL STOCK,5,14,0.1167,0.54,2,3,5
PRESTIGE T8 LED18W 6500 2',PRESTIGE T8 LED18W 6500 2',LOCAL STOCK,5,13,0.1083,0.58,3,3,5
PRESTIGE T8 10W 2FT 6500K / T8.ES010,T8 LED 10W 6500K 2FT,LOCAL STOCK,5,16,0.1333,0.47,2,3,5
PRESTIGE PT-T8204/1,T8 22W LED TUBE 4000K,LOCAL STOCK,5,15,0.125,0.6,3,3,5
"1/2"" CITY L/D BRASS STOP COCK","1/2"" CITY BRASS STOP COCK",LOCAL STOCK,5,15,0.125,0.53,2,3,5
"ITNPVCSPH08(24"")","24"" PVC PRESSURE HOSE",LOCAL STOCK,5,17,0.1417,0.44,2,3,5
J35H55G8P,35 X 40 ALOCKPLUS BLACK GARBAGE BAG,LOCAL STOCK,5,13,0.1083,0.53,2,3,5
SMS-277ML WD-40 SMART STRAW,WD-40 277ML (2FUNC SPRAY),LOCAL STOCK,5,19,0.1583,0.39,2,3,5
AM,M 13A ADAPTOR,LOCAL STOCK,5,15,0.125,0.51,2,3,5
SLS-084,"W.MAN 1""x2"" PVC CASING",LOCAL STOCK,5,13,0.1083,0.55,3,3,5
250ML DUNLOP CA CONTACT ADHESI,250ML DUNLOP CA GLUE,LOCAL STOCK,5,20,0.1667,0.46,2,3,5
WASTE1-1/4 / WAS014,"1-1/4"" WASTE",LOCAL STOCK,5,20,0.1667,0.47,2,3,5
SYWEZFIX1210,12MM STEEL BAND,LOCAL STOCK,5,18,0.15,0.53,2,3,5
"1/2""(15MM) ABS VALVE SOCKET","1/2"" ABS VALVE SOCKET",LOCAL STOCK,5,17,0.1417,0.54,2,3,5
WASTE1-1/2 / WAS012,"1-1/2"" WASTE",LOCAL STOCK,5,19,0.1583,0.41,2,3,5
2503005001,5A PVC CONNECTOR,LOCAL STOCK,5,20,0.1667,0.46,2,3,5
KALSI CEILING 2 x 4,KALSI CEILING BOARD 2 x 4,LOCAL STOCK,5,13,0.1083,0.53,2,3,5
2503003014,3x7 PVC PARTITION BASE,LOCAL STOCK,5,13,0.1083,0.55,3,3,5
PLS T5 18W 3 PIN LED FITTING C/SET 6500K 4 FEET,T5 LED 18W 6500K FITTING SET 4',LOCAL STOCK,5,17,0.1417,0.54,2,3,5
SLS - PHILIPS 18W/765 FT/2901004046,18W/765 FLUO TUBE,LOCAL STOCK,5,16,0.1333,0.45,2,3,5
KATANA 10.0MM X 160MM SDS DRILL BIT,KATANA 10.0x160MM SDS D/BIT,LOCAL STOCK,5,10,0.0833,0.67,3,3,5
KATENAI KNIFE CUTTER K500#,KATENAI KNIFE CUTTER K500#,LOCAL STOCK,5,16,0.1333,0.47,2,3,5
T-THT291908,THT291908 4x190MM TEST PEN,LOCAL STOCK,5,17,0.1417,0.37,2,3,5
"2"" X 680 BOSSKU P/BRUSH","2""x680 BOSSKU P/BRUSH",LOCAL STOCK,5,16,0.1333,0.45,2,3,5
"2""X90 50M PVC EQUAL ELBOW SWV","2"" PVC EQUAL ELBOW SWV",LOCAL STOCK,5,14,0.1167,0.65,3,3,5
W125-00/ WRXH3240-GY,"1-1/4""+1-1/2"" PVC B/TRAP",LOCAL STOCK,5,19,0.1583,0.39,2,3,5
"DR9650-9"" DOMINO PAINT ROLLER SET","DR9650-9"" DOMINO PAINT ROLLER SET",LOCAL STOCK,5,14,0.1167,0.49,2,3,5
W1-OO (13-19),ORBIT STEEL W1-OO,LOCAL STOCK,5,12,0.1,0.61,3,3,5
T2-T-2/S-TUP-04,TURPINTINE 2KG,LOCAL STOCK,5,17,0.1417,0.49,2,3,5
W1-M1-400,MOSAIC FLUID 400ML,LOCAL STOCK,5,21,0.175,0.42,2,3,5
"4"" (110MM) UPVC BEND","4"" UPVC BEND",LOCAL STOCK,5,16,0.1333,0.58,3,3,5
"KIZ1/2"" PVC COMPACT B/VALVE SE","1/2"" PVC C.BALL VALVE SE",LOCAL STOCK,5,12,0.1,0.6,3,3,5
"1/4"" MAGNETIC NUT SETTER 65x8MM",8 x 65MM NUT SETTER,LOCAL STOCK,5,16,0.1333,0.43,2,3,5
T6010,"T6010 10"" ROLLER REFILL ",LOCAL STOCK,5,19,0.1583,0.52,2,3,5
W1-1 (25-35),ORBIT STEEL W1-1,LOCAL STOCK,5,13,0.1083,0.53,2,3,5
SK-56-PT,56 ABS CP H/BIDET ONLY,LOCAL STOCK,5,15,0.125,0.46,2,3,5
PASTORAL 2.5MM HSS TWIST DRILL BIT,2.5MM HSS DRILL BIT,LOCAL STOCK,5,12,0.1,0.57,3,3,5
8x45MM MAGNETIC NUT SETTER,8x45MM MAGNET NUT SETTER,LOCAL STOCK,5,17,0.1417,0.49,2,3,5
DS-HW525,"HW525 10x1"" S.D.SCREW",LOCAL STOCK,5,15,0.125,0.57,3,3,5
4.8MMX150MM WHT CABLE TIE,4.8X150MM WHT CABLE TIE,LOCAL STOCK,5,14,0.1167,0.49,2,3,5
866582001,"3/4""X 1/2"" POLY R/BUSH",LOCAL STOCK,5,17,0.1417,0.55,3,3,5
VM303BQ-JT,VM303JT BBQ JET LIGHTER,LOCAL STOCK,5,20,0.1667,0.49,2,3,5
400,SPONGE BRUSH (4007),LOCAL STOCK,5,18,0.15,0.53,2,3,5
10' 1 MICRON PP FIBRA FILTER,1 MICRON PP FILTER,LOCAL STOCK,5,13,0.1083,0.59,3,3,5
SIVO9LD,"9"" L/D SIDE INLET VALVE",LOCAL STOCK,5,20,0.1667,0.44,2,3,5
VM258-C-WP-CT,VM258-C-WP-CT TORCH LIGHTER,LOCAL STOCK,5,19,0.1583,0.48,2,3,5
VM250WP-CT,VM250 TORCH LIGHTER,LOCAL STOCK,5,20,0.1667,0.44,2,3,5
VE50,50MM PADLOCK V800,LOCAL STOCK,5,18,0.15,0.38,2,3,5
EUROPE PIN NO15 9MMX2'X4',2 X 4 CEILING BOARD,LOCAL STOCK,5,15,0.125,0.53,2,3,5
48-32-4364D MILWAUKEE,MILWAUKEE PH2x110 S/DRIVER BIT,LOCAL STOCK,5,16,0.1333,0.48,2,3,5
LRB - RS-850/GHRS850,HARDEX SILICONE - CLEAR,LOCAL STOCK,5,18,0.15,0.4,2,3,5
LRB - RS-850W/GHRS850W-75,BATH SILICONE - WHT,LOCAL STOCK,5,19,0.1583,0.48,2,3,5
OFFICE CHAIR CASTER ROLLER,OFFICE CHAIR CASTER ROLLER,LOCAL STOCK,5,11,0.0917,0.65,3,3,5
100MM INTERLOCK BRACKET,100MM INTERLOCK BRACKET,LOCAL STOCK,5,13,0.1083,0.55,3,3,5
O01-PM-GREEN,OREX P/MARKER-GREEN,LOCAL STOCK,5,14,0.1167,0.61,3,3,5
EST-PLEAT HOOK-104-WT,104 PLEAT HOOK-WHITE,LOCAL STOCK,5,13,0.1083,0.63,3,3,5
1212BP4 N,EVEREADY SHD AAA BTY 4PCS,LOCAL STOCK,5,17,0.1417,0.37,2,3,5
7648LDBCQT,7648 LD B.CARTRIDGE Q-TURN,LOCAL STOCK,5,16,0.1333,0.45,2,3,5
UPT13AB,PT130 13A PLUG TOP,LOCAL STOCK,5,16,0.1333,0.41,2,3,5
SCP-INF-1.5KG,SCP SKIM INSTANTFILLA 1.5KG,LOCAL STOCK,5,17,0.1417,0.42,2,3,5
7.6 X 250MM BLK CABLE TIE,7.6 X 250MM BLK CABLE TIE,LOCAL STOCK,5,18,0.15,0.57,3,3,5
"7"" DOMINO P.ROLLER FRAME - YLW","7"" P.ROLLER FRAME YLW",LOCAL STOCK,5,20,0.1667,0.47,2,3,5
20MMX4MTR PPRP-PN16(C),20 X 4M PPR PIPE-PN16(C),LOCAL STOCK,5,11,0.0917,0.67,3,3,5
6MM KNIGHT TUNGSTEN,6MM GLASS BIT (+),LOCAL STOCK,5,18,0.15,0.42,2,3,5
60X60X18X2.0MM FLAT T BRACKET,60X60X18X2.0MM FLAT T BRACKET,LOCAL STOCK,5,11,0.0917,0.62,3,3,5
522BP1G,ENERGIZER MAX 9V 1 PC,LOCAL STOCK,5,16,0.1333,0.58,3,3,5
6009600,9600 6G PAIL,LOCAL STOCK,5,19,0.1583,0.52,2,3,5
6009500,9500 5G PAIL,LOCAL STOCK,5,16,0.1333,0.52,2,3,5
MB-301 ZORRO CUTTER BLADE (S),MB301 CUTTER BLADE (S),LOCAL STOCK,5,15,0.125,0.53,2,3,5
MB-501 ZORRO,MB501 CUTTER BLADE (L),LOCAL STOCK,5,18,0.15,0.46,2,3,5
SGCD-4300-SS,4300SS CYLINDRICAL LOCK,LOCAL STOCK,5,17,0.1417,0.58,3,3,5
EAV200,EAV200 ANGLE VALVE,LOCAL STOCK,5,15,0.125,0.44,2,3,5
6.93E+12,6.93E+12,LOCAL STOCK,5,13,0.1083,0.56,3,3,5
1142 FASTER MAKER PEN 500 BLK,FASTER WHITEBOARD MARKER PEN 500 BLK,LOCAL STOCK,5,14,0.1167,0.61,3,3,5
TPE-2001/TPE-2011/GDSC2008L-T,L/D SEAT COVER WHT,LOCAL STOCK,5,20,0.1667,0.44,2,3,5
20-176,"12""X 24T HACKSAW BLADE",LOCAL STOCK,5,18,0.15,0.38,2,3,5
20CM PLASTIC SCRAPER,20CM PLASTIC SCRAPER,CHINA STOCK,45,3,0.025,0.2,3,4,4
20MM PPR END CAP,20MM PPR END CAP,CHINA STOCK,45,3,0.025,0.2,3,4,4
54150-6MMX20M COLOR ROPE,92027 6MMX20M COLOR ROPE,CHINA STOCK,45,3,0.025,0.2,3,4,4
"EAGLE GARDEN EG-364 1/2"" PVC TAP ADAPTER","EG-364 1/2"" PVC TAP ADAPTER",CHINA STOCK,45,3,0.025,0.2,3,4,4
"11"" SILICONE GUN","11"" SILICONE GUN",CHINA STOCK,45,3,0.025,0.2,3,4,4
ELEGANT DESIGN 125X200MM L BRAC WHT,ELEGANT 125X200MM L BRAC WHT,CHINA STOCK,45,3,0.025,0.2,3,4,4
500ML INSECTICIDE SPRAY,500ML INSECTICIDE SPRAY,CHINA STOCK,45,4,0.0333,0.18,2,4,4
500G FIBRE CLAW HAMMER GREEN,500G FIBRE CLAW HAMMER GRN,CHINA STOCK,45,4,0.0333,0.18,2,4,4
"MACROLAR 4"" CUTTING DISC-SLIVER","MACROLAR 4"" CUTTING DISC-SLIVER",CHINA STOCK,45,4,0.0333,0.18,2,4,4
"5/16"" X 3"" U-BOLT","5/16"" X 3"" U-BOLT",LOCAL STOCK,5,8,0.0667,0.73,3,4,4
E27 FLEXIBLE LAMP BULB HOLDER,E27 FLEX/LED BULB HOLDER,CHINA STOCK,45,4,0.0333,0.18,2,4,4
6x100MM JIAPAN SCREWDRIVER(+),"4""x6MM(+) JIAPAN S/DRIVER",CHINA STOCK,45,4,0.0333,0.18,2,4,4
SCREW FAN HOOK 123#,123 SCREW FAN HOOK,LOCAL STOCK,5,8,0.0667,0.73,3,4,4
"ER(E2)20MMX1/2""","20MM X 1/2"" POLY FTA",LOCAL STOCK,5,8,0.0667,0.73,3,4,4
M35 HSS TWIST DRILL BIT 5MM,5MM HSS TWIST DRILL BIT,CHINA STOCK,45,4,0.0333,0.18,2,4,4
M10 U FAN HOOK,M10 U FAN HOOK,CHINA STOCK,45,4,0.0333,0.18,2,4,4
73G MINI CLAW HAMMER,73G MINI CLAW HAMMER,CHINA STOCK,45,3,0.025,0.2,3,4,4
2.4M CEILING BROOM,2.4M CEILING BROOM,CHINA STOCK,45,4,0.0333,0.18,2,4,4
22CM PORTABLE SANDPAPER TOOL,22CM PORTABLE SANDPAPER TOOL,CHINA STOCK,45,3,0.025,0.2,3,4,4
22MM COMBINATION SPANNER/WRENCH,22MM C.SPANNER,CHINA STOCK,45,4,0.0333,0.18,2,4,4
NYLON BROOM 839,839 NYLON BROOM,CHINA STOCK,45,4,0.0333,0.18,2,4,4
2.0UF CBB61,2.0UF FAN CONDENSOR CBB61,CHINA STOCK,45,3,0.025,0.2,3,4,4
LONGJING 9CM SINK DRAINER,LONGJING 9CM SINK DRAINER,CHINA STOCK,45,4,0.0333,0.18,2,4,4
"8"" STEEL FILE HALF ROUND","8"" STEEL FILE H/ROUND",CHINA STOCK,45,4,0.0333,0.18,2,4,4
"8"" STEEL L SHAPE SQ ANGLE RULER","8"" SQ ANGLE RULER",CHINA STOCK,45,4,0.0333,0.18,2,4,4
"8""x200MMx4.0MM ROUND CHAIN SAW FILE","ROUND CHAINSAW FILE 8""x4MM ",CHINA STOCK,45,4,0.0333,0.18,2,4,4
LONGJING 11.5CM SINK DRAINER,LONGJING 11.5CM SINK DRAINER,CHINA STOCK,45,4,0.0333,0.18,2,4,4
YUNHUEN BRASS PADLOCK 38MM,YUNHUEN BRASS PADLOCK 38MM,CHINA STOCK,45,3,0.025,0.2,3,4,4
40G RUBBER GLOVE YELLOW,HOUSEHOLD RUBBER GLOVE YLW,CHINA STOCK,45,4,0.0333,0.18,2,4,4
87115 PVC L BRAC 28X28MM WHITE,87115 PVC L BRAC 28X28MM WHT,CHINA STOCK,45,3,0.025,0.2,3,4,4
8CM KEY CHAIN / NECKLACE WITH LOCK,8CM KEY CHAIN W/LOCK,CHINA STOCK,45,4,0.0333,0.18,2,4,4
12MM GAL TURNBUCKLE,12MM GAL TURNBUCKLE,CHINA STOCK,45,3,0.025,0.2,3,4,4
"4.5"" NIPPLE PLIER SMOOTH","4.5"" NIPPLE PLIER",CHINA STOCK,45,4,0.0333,0.18,2,4,4
"4.5"" NEEDLE NOSE PLIER","4.5"" LONG NOSE PLIER",CHINA STOCK,45,4,0.0333,0.18,2,4,4
8MM WALL PLUG 100'S,8MM WALL PLUG 100'S,CHINA STOCK,45,4,0.0333,0.18,2,4,4
S155-5,LOVE CORNER EDGE PROTECTOR,CHINA STOCK,45,3,0.025,0.2,3,4,4
"9"" H/DUTY PAINT ROLLER FRAME - BLUE","9"" H/D P.ROLLER FRAME ",CHINA STOCK,45,4,0.0333,0.18,2,4,4
"4""GLASS CUTTING DISC-GREEN","4""GLASS CUTTING DISC-GREEN",CHINA STOCK,45,3,0.025,0.2,3,4,4
"9"" STEEL BARHOOK WOOD HANDLE","9"" STEEL BARHOOK WOOD HANDLE",CHINA STOCK,45,3,0.025,0.2,3,4,4
LAN JING VINYL PIPE CUTTER 3-42MM A06,VINYL PIPE CUTTER ORG 3-42MM,CHINA STOCK,45,4,0.0333,0.18,2,4,4
YS-30023BK S/S BIDET SPRAY SET,YS-30023BK S/S BIDET SPRAY SET,CHINA STOCK,45,4,0.0333,0.18,2,4,4
KJ-341 50MM FLUSH VALVE SET,KJ341 50MM FLUSH VALVE SET,CHINA STOCK,45,3,0.025,0.2,3,4,4
92003 1.2M 2PC HOOK ROPE,92003 1.2M 2PC HOOK ROPE,CHINA STOCK,45,4,0.0333,0.18,2,4,4
"1302 1/2"" PVC BIB TAP","1302 1/2"" PVC BIB TAP",CHINA STOCK,45,4,0.0333,0.18,2,4,4
96MM 1001 CABINET DOOR HDL (AB),96MM 1001 CABINET DOOR HDL (AB),CHINA STOCK,45,3,0.025,0.2,3,4,4
96MM 189 CABINET DOOR HDL (AC),96MM 189 CABINET DOOR HDL (AC),CHINA STOCK,45,3,0.025,0.2,3,4,4
"YOUSHENG 6"" WALL BOARD SAW","YOUSHENG 6"" WALL BOARD SAW",CHINA STOCK,45,4,0.0333,0.18,2,4,4
"YOSN (YOUSHENG) 6"" (170MM) WALLBOARD SAW- BLK","6"" WALLBOARD SAW (BLK)",CHINA STOCK,45,4,0.0333,0.18,2,4,4
WA-1089,EVA RAINCOAT COLOURS,CHINA STOCK,45,3,0.025,0.2,3,4,4
KING'S 37CM CLAW HAMMER,37CM CLAW HAMMER,CHINA STOCK,45,3,0.025,0.2,3,4,4
13MM GAS HOSE YELLOW/GREEN,13MM GAS HOSE YLW/GRN,CHINA STOCK,45,3,0.025,0.2,3,4,4
ROACH EXPERT COCKROACH GEL 5G,COCKROACH GEL 5G,CHINA STOCK,45,3,0.025,0.2,3,4,4
"JY 6"" SQ SHOWER HEAD SET","JY 6"" SQ SHOWER HEAD SET",CHINA STOCK,45,4,0.0333,0.18,2,4,4
"JY 4"" SHOWER HEAD WITH HDL GRY","JY 4"" SHOWER HEAD WITH HDL GRY",CHINA STOCK,45,3,0.025,0.2,3,4,4
PRESSURE SPRAYER 2.0LT,PRESSURE SPRAYER 2.0LT,CHINA STOCK,45,4,0.0333,0.18,2,4,4
S033-1,"S HOOK 2"" (25x65MM)",CHINA STOCK,45,3,0.025,0.2,3,4,4
JIESON COOKROACH-KILL GEL BAIT 10G,10G COCKROACH KILLING BAIT,CHINA STOCK,45,4,0.0333,0.18,2,4,4
WATERTIGHT BITUMEN TAPE 5CM X 5M,WATERTIGHT BITUMEN TAPE 5CM X 5M,CHINA STOCK,45,3,0.025,0.2,3,4,4
PRESTIGE 10W LED WHT 6500K,10W TRACK/B 6500K WHT,LOCAL STOCK,5,8,0.0667,0.73,3,4,4
250g MINI HAMMER RED,250g MINI HAMMER RED,CHINA STOCK,45,4,0.0333,0.18,2,4,4
25CM OIL FUNNEL,25CM OIL FUNNEL,CHINA STOCK,45,3,0.025,0.2,3,4,4
"1/2"" RATCHET HANDLE","1/2"" RATCHET HANDLE",CHINA STOCK,45,3,0.025,0.2,3,4,4
25MM CABLE CLIP 20PCS,25MM CABLE CLIP 20pcs,CHINA STOCK,45,4,0.0333,0.18,2,4,4
ARTRIINK 500 WHITEBOARD MARKER PEN,ARTRIINK 500 WHITEBOARD MARKER,CHINA STOCK,45,4,0.0333,0.18,2,4,4
JCTOP EQ6088,JCTOP SK5 UTILITY KNIFE,CHINA STOCK,45,4,0.0333,0.18,2,4,4
JCTOP CG4006  9PCS TORX KEY (LONG),JCTOP 9PCS TORX KEY (LONG),CHINA STOCK,45,4,0.0333,0.18,2,4,4
S018-3 HEX BOLT & NUT 6x40MM,6x40MM HEX BOLT & NUT,CHINA STOCK,45,3,0.025,0.2,3,4,4
S018-1 HEX BOLT & NUT 6x20MM,6x20MM HEX BOLT & NUT,CHINA STOCK,45,3,0.025,0.2,3,4,4
32MM MINI BOWL SHOOT NAIL,BOWL SHOOT NAIL 32MM 200's,CHINA STOCK,45,2,0.0167,0.22,3,4,4
JAO YANG STAPLE GUN,JAO YANG STAPLE GUN,CHINA STOCK,45,4,0.0333,0.18,2,4,4
DH-N299,DUHENG MAX 8PCS TORX FOLDEING SET,CHINA STOCK,45,4,0.0333,0.18,2,4,4
"BENCH SCRAPER PLASTIC HANDLE 10""","10"" BENCH KNIFE PVC HDL",CHINA STOCK,45,3,0.025,0.2,3,4,4
BG-K35,2 X 3 X 8FT KAYU MASAK - BG,LOCAL STOCK,5,8,0.0667,0.73,3,4,4
1.5M PVC WASHER HOSE L GREY,1.5M PVC WASHER HOSE L GREY,CHINA STOCK,45,4,0.0333,0.18,2,4,4
1.5M INLET HOSE - WHITE,1.5M INLET HOSE - WHITE,CHINA STOCK,45,4,0.0333,0.18,2,4,4
"YINGBAO 4""X1.2X20MM SAW BLADE","YINGBAO 4""X1.2X20MM SAW BLADE",CHINA STOCK,45,4,0.0333,0.18,2,4,4
"6"" WINDOW HOOK (AB)","6"" WINDOW HOOK (AB)",CHINA STOCK,45,3,0.025,0.2,3,4,4
304 S/STEEL WALL PLUG 8 X 70,M8x70MM S/S WALL PLUG,CHINA STOCK,45,3,0.025,0.2,3,4,4
"DEWALT ULTRA THIN SEGMENTED DIAMOND CUTTING/D 4""","DW474028HP DIAMOND DISC 4""",CHINA STOCK,45,4,0.0333,0.18,2,4,4
"PU JIANG PAINT SCRAPER 1""","PU JIANG PAINT SCRAPER 1""",CHINA STOCK,45,4,0.0333,0.18,2,4,4
BOSUN F1CE(110) DIAMOND CUTTING DISC,BOSUN F1CE(110) DIAMOND/D,CHINA STOCK,45,3,0.025,0.2,3,4,4
260X400X25MM H/D L BRAC WHT,260X400X25MM H/D L BRAC WHT,CHINA STOCK,45,3,0.025,0.2,3,4,4
HMTA 25.1/2,"25MM X 1/2"" HANSEN MTA",LOCAL STOCK,5,6,0.05,0.82,4,4,4
300MM FLEXIBLE SHAFT,FLEX SHAFT EXTENSION S/DRIVER,CHINA STOCK,45,4,0.0333,0.18,2,4,4
15MM COMBINATION SPANNER/WRENCH,15MM C.SPANNER,CHINA STOCK,45,4,0.0333,0.18,2,4,4
HIGH PRESSURE TOILET PLUNGER,H/PRESSURE TOILET PLUNGER,CHINA STOCK,45,4,0.0333,0.18,2,4,4
YES-688 MULTIFUNCTIONAL CLAMPING FLASHLIGHT,YES-688 M/P CLAMP FLASHLIGHT,CHINA STOCK,45,4,0.0333,0.18,2,4,4
"1605-33 4.5"" ELECTRONIC PLIERS","4.5"" ELECTRONIC PLIERS",CHINA STOCK,45,4,0.0333,0.18,2,4,4
BUFFALO SAFETY BOOT 41/7#,BUFFALO SAFETY BOOT 41/7#,CHINA STOCK,45,4,0.0333,0.18,2,4,4
BUFFALO SAFETY BOOT W/STEEL 42/8#,BUFFALO S.BOOT W/STEEL 42/8#,CHINA STOCK,45,3,0.025,0.2,3,4,4
HEAVY DUTY SPRAYER BOTTLE 1.5L BLUE,H/D PRESSURE SPRAYER 1.5LT,CHINA STOCK,45,4,0.0333,0.18,2,4,4
GARDEN HOSE REEL BIG,GARDEN HOSE REEL(B),CHINA STOCK,45,3,0.025,0.2,3,4,4
WS-ZP640 - PACK,"ZP640 DRYWALL/S #6x1-1/2"" ",CHINA STOCK,45,4,0.0333,0.18,2,4,4
SQ-602  LED HEADLIGHT,SQ-602  LED HEADLIGHT,CHINA STOCK,45,3,0.025,0.2,3,4,4
RCWT,WIRE TWISTER (HOOK),CHINA STOCK,45,3,0.025,0.2,3,4,4
16oz SQ HEAD CLAW HAMMER BLACK/GREY,16oz SQ HEAD CLAW HAMMER BLK/GRY,CHINA STOCK,45,4,0.0333,0.18,2,4,4
SR 417103188,10.0MM NYLON ROPE,LOCAL STOCK,5,8,0.0667,0.73,3,4,4
COLOUR FINISHING TROWEL 240MM,COLOUR FINISHING TROWEL 240MM,CHINA STOCK,45,4,0.0333,0.18,2,4,4
18MM COMBINATION SPANNER/WRENCH,18MM C.SPANNER,CHINA STOCK,45,3,0.025,0.2,3,4,4
RED/YLW REFLECTIVE TAPE 50MM X 50M,50MMX50M RED/YLW REFLEC/TAPE,CHINA STOCK,45,3,0.025,0.2,3,4,4
172MM 3314 CABINET DOOR HDL (SN),172MM 3314 CABINET DOOR HDL (SN),CHINA STOCK,45,3,0.025,0.2,3,4,4
H/D CAULKING GUN - BL/RED,H/D CAULKING GUN - BL/RED,CHINA STOCK,45,4,0.0333,0.18,2,4,4
"RELAINT 7"" SANDING DISC RED 10'S","7"" SANDING DISC RED 10'S",CHINA STOCK,45,3,0.025,0.2,3,4,4
"XINCHI 8"" ADJUSTABLE WRENCH","XINCHI 8"" ADJUSTABLE WRENCH",CHINA STOCK,45,4,0.0333,0.18,2,4,4
2MM S/STEEL DOUBLE HOOK HANGER,2MM S/S DOU HOOK HANGER,CHINA STOCK,45,3,0.025,0.2,3,4,4
